Team,Player A,Player B,Correlation,Total Points A,Total Points B,pair_id,Correlation_2023,Total Points A_2023,Total Points B_2023
VAN,Daniel Sprong,Vincent Desharnais,0.45,3,1,Daniel Sprong-Vincent Desharnais,,,
LAK,Adrian Kempe,Mikey Anderson,0.45,18,7,Adrian Kempe-Mikey Anderson,0.21,75.0,18.0
PHI,Egor Zamula,Travis Sanheim,0.45,11,6,Egor Zamula-Travis Sanheim,-0.06,21.0,44.0
VAN,Danton Heinen,Teddy Blueger,0.45,9,8,Danton Heinen-Teddy Blueger,,,
EDM,Connor McDavid,Mattias Janmark,0.45,8,21,Connor McDavid-Mattias Janmark,,,
PHI,Nick Seeler,Travis Konecny,0.45,22,5,Nick Seeler-Travis Konecny,0.11,68.0,13.0
EDM,Connor McDavid,Evan Bouchard,0.45,21,10,Connor McDavid-Evan Bouchard,0.33,132.0,82.0
EDM,Corey Perry,Ty Emberson,0.45,4,1,Corey Perry-Ty Emberson,,,
OTT,Brady Tkachuk,Thomas Chabot,0.45,19,11,Brady Tkachuk-Thomas Chabot,0.09,74.0,30.0
DET,Christian Fischer,Patrick Kane,0.45,10,2,Christian Fischer-Patrick Kane,,,
EDM,Mattias Ekholm,Viktor Arvidsson,0.45,5,10,Mattias Ekholm-Viktor Arvidsson,,,
COL,Artturi Lehkonen,Sam Malinski,0.45,6,4,Artturi Lehkonen-Sam Malinski,,34.0,10.0
COL,Artturi Lehkonen,Josh Manson,0.45,6,5,Artturi Lehkonen-Josh Manson,-0.04,34.0,25.0
SJS,Fabian Zetterlund,Will Smith,0.45,4,13,Fabian Zetterlund-Will Smith,,,
FLA,Aaron Ekblad,Evan Rodrigues,0.45,10,7,Aaron Ekblad-Evan Rodrigues,0.22,39.0,18.0
CHI,Philipp Kurashev,Wyatt Kaiser,0.45,4,1,Philipp Kurashev-Wyatt Kaiser,,,
DAL,Mason Marchment,Matt Duchene,0.45,20,17,Mason Marchment-Matt Duchene,,,
DAL,Esa Lindell,Matt Duchene,0.45,20,7,Esa Lindell-Matt Duchene,,,
MTL,Josh Anderson,Juraj Slafkovsky,0.45,9,11,Josh Anderson-Juraj Slafkovsky,0.02,20.0,50.0
VGK,Kaedan Korczak,Noah Hanifin,0.45,8,3,Kaedan Korczak-Noah Hanifin,,47.0,9.0
BOS,Charlie Coyle,Hampus Lindholm,0.45,4,7,Charlie Coyle-Hampus Lindholm,0.17,60.0,26.0
SJS,Nico Sturm,Timothy Liljegren,0.45,6,1,Nico Sturm-Timothy Liljegren,,,
TOR,Bobby McMann,Max Domi,0.45,6,7,Bobby McMann-Max Domi,,,
MTL,Brendan Gallagher,Kaiden Guhle,0.45,9,5,Brendan Gallagher-Kaiden Guhle,0.08,31.0,22.0
NYR,Adam Edstrom,Mika Zibanejad,0.45,2,12,Adam Edstrom-Mika Zibanejad,0.13,2.0,72.0
ANA,Brock McGinn,Pavel Mintyukov,0.45,6,3,Brock McGinn-Pavel Mintyukov,-0.19,3.0,28.0
CHI,Alex Vlasic,Seth Jones,0.45,10,7,Alex Vlasic-Seth Jones,0.33,31.0,16.0
CHI,Alec Martinez,Nick Foligno,0.45,7,1,Alec Martinez-Nick Foligno,,,
COL,Artturi Lehkonen,Logan O'Connor,0.45,6,3,Artturi Lehkonen-Logan O'Connor,0.42,34.0,25.0
COL,Joel Kiviranta,Sam Malinski,0.45,5,4,Joel Kiviranta-Sam Malinski,,,
NJD,Dougie Hamilton,Ondrej Palat,0.45,5,15,Dougie Hamilton-Ondrej Palat,0.56,31.0,16.0
COL,Artturi Lehkonen,Ivan Ivan,0.45,5,6,Artturi Lehkonen-Ivan Ivan,,,
PIT,Bryan Rust,Drew O'Connor,0.45,6,7,Bryan Rust-Drew O'Connor,0.01,33.0,56.0
PIT,Evgeni Malkin,Jesse Puljujarvi,0.45,19,7,Evgeni Malkin-Jesse Puljujarvi,-0.15,67.0,4.0
STL,Colton Parayko,Nathan Walker,0.45,4,11,Colton Parayko-Nathan Walker,-0.02,13.0,26.0
MTL,Arber Xhekaj,Mike Matheson,0.45,12,1,Arber Xhekaj-Mike Matheson,-0.03,62.0,10.0
NSH,Filip Forsberg,Roman Josi,0.45,13,12,Filip Forsberg-Roman Josi,0.19,94.0,85.0
PIT,Matt Grzelcyk,Noel Acciari,0.45,5,7,Matt Grzelcyk-Noel Acciari,,,
NSH,Marc Del Gaizo,Steven Stamkos,0.45,8,3,Marc Del Gaizo-Steven Stamkos,,,
WSH,Aliaksei Protas,Rasmus Sandin,0.45,15,9,Aliaksei Protas-Rasmus Sandin,-0.18,29.0,23.0
CGY,Andrei Kuzmenko,MacKenzie Weegar,0.45,9,8,Andrei Kuzmenko-MacKenzie Weegar,0.13,46.0,52.0
SEA,Adam Larsson,Jaden Schwartz,0.45,10,3,Adam Larsson-Jaden Schwartz,0.18,30.0,18.0
BUF,JJ Peterka,Jordan Greenway,0.44,6,16,JJ Peterka-Jordan Greenway,0.11,28.0,50.0
ANA,Brian Dumoulin,Ryan Strome,0.44,8,5,Brian Dumoulin-Ryan Strome,,,
COL,Miles Wood,Ross Colton,0.44,9,2,Miles Wood-Ross Colton,0.57,40.0,26.0
WPG,Mason Appleton,Rasmus Kupari,0.44,10,2,Mason Appleton-Rasmus Kupari,0.36,36.0,1.0
COL,Parker Kelly,Ross Colton,0.44,9,3,Parker Kelly-Ross Colton,,,
FLA,Aleksander Barkov,Gustav Forsling,0.44,17,10,Aleksander Barkov-Gustav Forsling,0.24,80.0,39.0
CGY,Kevin Bahl,Rasmus Andersson,0.44,6,11,Kevin Bahl-Rasmus Andersson,,,
NYR,Adam Edstrom,Filip Chytil,0.44,9,2,Adam Edstrom-Filip Chytil,,6.0,2.0
PIT,Anthony Beauvillier,Cody Glass,0.44,9,4,Anthony Beauvillier-Cody Glass,,,
LAK,Alex Laferriere,Kyle Burroughs,0.44,15,1,Alex Laferriere-Kyle Burroughs,,,
TOR,Matthew Knies,William Nylander,0.44,12,20,Matthew Knies-William Nylander,0.17,35.0,98.0
SJS,Nico Sturm,Ty Dellandrea,0.44,2,6,Nico Sturm-Ty Dellandrea,,,
SJS,Mikael Granlund,William Eklund,0.44,13,19,Mikael Granlund-William Eklund,0.26,45.0,60.0
VAN,Brock Boeser,Erik Brannstrom,0.44,11,5,Brock Boeser-Erik Brannstrom,,,
CBJ,Damon Severson,Yegor Chinakhov,0.44,11,8,Damon Severson-Yegor Chinakhov,0.3,29.0,28.0
LAK,Alex Laferriere,Kevin Fiala,0.44,12,15,Alex Laferriere-Kevin Fiala,-0.12,73.0,23.0
CHI,Connor Murphy,Ilya Mikheyev,0.44,3,7,Connor Murphy-Ilya Mikheyev,,,
LAK,Adrian Kempe,Brandt Clarke,0.44,18,13,Adrian Kempe-Brandt Clarke,-0.18,75.0,6.0
VGK,Alex Pietrangelo,Alexander Holtz,0.44,7,13,Alex Pietrangelo-Alexander Holtz,,,
WSH,Aliaksei Protas,Trevor van Riemsdyk,0.44,15,8,Aliaksei Protas-Trevor van Riemsdyk,0.21,29.0,14.0
DET,Andrew Copp,Simon Edvinsson,0.44,7,6,Andrew Copp-Simon Edvinsson,-0.11,33.0,2.0
MIN,Marcus Foligno,Zach Bogosian,0.44,5,4,Marcus Foligno-Zach Bogosian,0.32,22.0,14.0
TOR,Morgan Rielly,William Nylander,0.44,20,13,Morgan Rielly-William Nylander,0.08,98.0,58.0
EDM,Viktor Arvidsson,Zach Hyman,0.44,5,8,Viktor Arvidsson-Zach Hyman,,,
WSH,Andrew Mangiapane,Martin Fehervary,0.44,7,3,Andrew Mangiapane-Martin Fehervary,,,
CHI,Craig Smith,Patrick Maroon,0.44,3,6,Craig Smith-Patrick Maroon,,,
MTL,Arber Xhekaj,Joel Armia,0.44,8,1,Arber Xhekaj-Joel Armia,0.24,25.0,10.0
BOS,David Pastrnak,Elias Lindholm,0.44,9,17,David Pastrnak-Elias Lindholm,,,
CHI,Alex Vlasic,Lukas Reichel,0.44,6,7,Alex Vlasic-Lukas Reichel,,,
PHI,Matvei Michkov,Owen Tippett,0.43,15,9,Matvei Michkov-Owen Tippett,,,
BUF,Mattias Samuelsson,Peyton Krebs,0.43,6,1,Mattias Samuelsson-Peyton Krebs,-0.17,17.0,7.0
SEA,Jared McCann,Joshua Mahura,0.43,21,1,Jared McCann-Joshua Mahura,,,
CBJ,Mathieu Olivier,Zachary Aston-Reese,0.43,7,7,Mathieu Olivier-Zachary Aston-Reese,,,
WPG,Adam Lowry,Morgan Barron,0.43,1,12,Adam Lowry-Morgan Barron,-0.11,18.0,35.0
STL,Philip Broberg,Zack Bolduc,0.43,4,9,Philip Broberg-Zack Bolduc,,,
SEA,Eeli Tolvanen,Joshua Mahura,0.43,6,1,Eeli Tolvanen-Joshua Mahura,,,
MTL,Alex Newhook,Christian Dvorak,0.43,4,7,Alex Newhook-Christian Dvorak,-0.0,9.0,34.0
CHI,Nolan Allan,Patrick Maroon,0.43,3,4,Nolan Allan-Patrick Maroon,,,
LAK,Phillip Danault,Trevor Moore,0.43,10,13,Phillip Danault-Trevor Moore,0.58,47.0,57.0
TBL,J.J. Moser,Nick Perbix,0.43,6,4,J.J. Moser-Nick Perbix,,,
NSH,Brady Skjei,Ryan O'Reilly,0.43,10,6,Brady Skjei-Ryan O'Reilly,,,
NJD,Nathan Bastian,Paul Cotter,0.43,5,12,Nathan Bastian-Paul Cotter,,,
ANA,Brian Dumoulin,Trevor Zegras,0.43,4,5,Brian Dumoulin-Trevor Zegras,,,
MIN,Jonas Brodin,Zach Bogosian,0.43,4,6,Jonas Brodin-Zach Bogosian,0.32,14.0,27.0
VGK,Mark Stone,Zach Whitecloud,0.43,21,1,Mark Stone-Zach Whitecloud,0.14,53.0,14.0
PIT,Kevin Hayes,Lars Eller,0.43,4,7,Kevin Hayes-Lars Eller,,,
CHI,Alex Vlasic,Connor Bedard,0.43,13,7,Alex Vlasic-Connor Bedard,0.08,61.0,16.0
BUF,Jordan Greenway,Mattias Samuelsson,0.43,6,1,Jordan Greenway-Mattias Samuelsson,0.11,28.0,7.0
UTA,Alexander Kerfoot,Logan Cooley,0.43,12,5,Alexander Kerfoot-Logan Cooley,,,
ANA,Jackson LaCombe,Troy Terry,0.43,12,3,Jackson LaCombe-Troy Terry,0.31,54.0,17.0
COL,Calvin de Haan,Ross Colton,0.43,9,1,Calvin de Haan-Ross Colton,,,
CHI,Philipp Kurashev,Taylor Hall,0.43,6,4,Philipp Kurashev-Taylor Hall,-0.08,4.0,54.0
SEA,Jared McCann,Yanni Gourde,0.43,6,21,Jared McCann-Yanni Gourde,0.23,33.0,62.0
PIT,Bryan Rust,Erik Karlsson,0.43,7,11,Bryan Rust-Erik Karlsson,0.09,56.0,56.0
WSH,Connor McMichael,Trevor van Riemsdyk,0.43,19,8,Connor McMichael-Trevor van Riemsdyk,-0.02,33.0,14.0
FLA,Carter Verhaeghe,Matthew Tkachuk,0.43,11,12,Carter Verhaeghe-Matthew Tkachuk,0.51,88.0,72.0
DET,Andrew Copp,Patrick Kane,0.43,7,10,Andrew Copp-Patrick Kane,-0.12,33.0,47.0
SEA,Andre Burakovsky,Joshua Mahura,0.43,8,1,Andre Burakovsky-Joshua Mahura,,,
TOR,Matthew Knies,Morgan Rielly,0.43,12,13,Matthew Knies-Morgan Rielly,0.05,35.0,58.0
DAL,Esa Lindell,Miro Heiskanen,0.43,6,7,Esa Lindell-Miro Heiskanen,0.1,54.0,26.0
CBJ,James van Riemsdyk,Mikael Pyyhtia,0.43,1,4,James van Riemsdyk-Mikael Pyyhtia,,,
MTL,Arber Xhekaj,Cole Caufield,0.43,15,1,Arber Xhekaj-Cole Caufield,-0.16,65.0,10.0
MIN,Marat Khusnutdinov,Ryan Hartman,0.43,4,2,Marat Khusnutdinov-Ryan Hartman,0.14,45.0,4.0
SEA,Adam Larsson,Jared McCann,0.43,21,3,Adam Larsson-Jared McCann,0.17,62.0,18.0
VAN,Aatu Raty,J.T. Miller,0.43,16,1,Aatu Raty-J.T. Miller,,,
DAL,Brendan Smith,Tyler Seguin,0.43,14,3,Brendan Smith-Tyler Seguin,,,
CGY,Jonathan Huberdeau,Nazem Kadri,0.42,10,9,Jonathan Huberdeau-Nazem Kadri,0.28,52.0,75.0
ANA,Radko Gudas,Robby Fabbri,0.42,2,2,Radko Gudas-Robby Fabbri,,,
CGY,Justin Kirkland,Ryan Lomberg,0.42,7,2,Justin Kirkland-Ryan Lomberg,,,
PHI,Jamie Drysdale,Tyson Foerster,0.42,4,3,Jamie Drysdale-Tyson Foerster,0.0,33.0,10.0
WSH,Alex Ovechkin,Taylor Raddysh,0.42,20,7,Alex Ovechkin-Taylor Raddysh,,,
BUF,Jordan Greenway,Ryan McLeod,0.42,6,12,Jordan Greenway-Ryan McLeod,,,
BOS,Andrew Peeke,Justin Brazeau,0.42,7,2,Andrew Peeke-Justin Brazeau,-0.24,7.0,10.0
NYI,Kyle MacLean,Oliver Wahlstrom,0.42,2,2,Kyle MacLean-Oliver Wahlstrom,-0.58,9.0,6.0
NYI,Anders Lee,Grant Hutton,0.42,13,2,Anders Lee-Grant Hutton,,,
ANA,Brock McGinn,Ryan Strome,0.42,6,8,Brock McGinn-Ryan Strome,0.05,3.0,41.0
MTL,Christian Dvorak,Emil Heineman,0.42,5,7,Christian Dvorak-Emil Heineman,,,
CHI,Lukas Reichel,Seth Jones,0.42,6,10,Lukas Reichel-Seth Jones,,,
OTT,Claude Giroux,Nick Cousins,0.42,4,12,Claude Giroux-Nick Cousins,,,
SEA,Andre Burakovsky,Tye Kartye,0.42,8,4,Andre Burakovsky-Tye Kartye,0.43,16.0,20.0
CHI,Philipp Kurashev,Teuvo Teravainen,0.42,4,8,Philipp Kurashev-Teuvo Teravainen,,,
COL,Cale Makar,Nathan MacKinnon,0.42,33,25,Cale Makar-Nathan MacKinnon,0.49,140.0,90.0
FLA,A.J. Greer,Sam Reinhart,0.42,5,28,A.J. Greer-Sam Reinhart,,,
NSH,Mark Jankowski,Tommy Novak,0.42,1,4,Mark Jankowski-Tommy Novak,0.24,15.0,45.0
MTL,Cole Caufield,Josh Anderson,0.42,9,15,Cole Caufield-Josh Anderson,0.17,20.0,65.0
MTL,Josh Anderson,Nick Suzuki,0.42,9,18,Josh Anderson-Nick Suzuki,0.11,20.0,77.0
OTT,Josh Norris,Tim Stützle,0.42,12,21,Josh Norris-Tim Stützle,0.2,30.0,70.0
DET,Christian Fischer,Joe Veleno,0.42,2,2,Christian Fischer-Joe Veleno,,,
TBL,Erik Cernak,Ryan McDonagh,0.42,5,5,Erik Cernak-Ryan McDonagh,,,
FLA,Gustav Forsling,Mackie Samoskevich,0.42,5,10,Gustav Forsling-Mackie Samoskevich,,0.0,39.0
VAN,Teddy Blueger,Tyler Myers,0.42,9,3,Teddy Blueger-Tyler Myers,-0.01,28.0,29.0
SJS,Barclay Goodrow,William Eklund,0.42,13,2,Barclay Goodrow-William Eklund,,,
EDM,Leon Draisaitl,Vasily Podkolzin,0.42,24,3,Leon Draisaitl-Vasily Podkolzin,,,
WPG,Gabriel Vilardi,Vladislav Namestnikov,0.42,12,14,Gabriel Vilardi-Vladislav Namestnikov,-0.14,36.0,37.0
NJD,Dawson Mercer,Jonas Siegenthaler,0.42,11,7,Dawson Mercer-Jonas Siegenthaler,-0.03,33.0,9.0
CBJ,James van Riemsdyk,Justin Danforth,0.41,7,4,James van Riemsdyk-Justin Danforth,,,
NYR,Adam Edstrom,Zac Jones,0.41,2,4,Adam Edstrom-Zac Jones,,2.0,9.0
UTA,Dylan Guenther,Logan Cooley,0.41,12,14,Dylan Guenther-Logan Cooley,,,
SJS,Ty Dellandrea,Tyler Toffoli,0.41,2,14,Ty Dellandrea-Tyler Toffoli,,,
EDM,Adam Henrique,Connor McDavid,0.41,3,21,Adam Henrique-Connor McDavid,,,
PHI,Travis Konecny,Travis Sanheim,0.41,22,11,Travis Konecny-Travis Sanheim,0.09,68.0,44.0
STL,Alexandre Texier,Jordan Kyrou,0.41,15,3,Alexandre Texier-Jordan Kyrou,,,
VAN,Kiefer Sherwood,Quinn Hughes,0.41,8,17,Kiefer Sherwood-Quinn Hughes,,,
SEA,Jordan Eberle,Will Borgen,0.41,11,2,Jordan Eberle-Will Borgen,-0.03,44.0,25.0
EDM,Leon Draisaitl,Zach Hyman,0.41,24,8,Leon Draisaitl-Zach Hyman,0.3,106.0,77.0
BUF,Dylan Cozens,Rasmus Dahlin,0.41,7,16,Dylan Cozens-Rasmus Dahlin,0.12,47.0,59.0
WSH,Hendrix Lapierre,Rasmus Sandin,0.41,2,9,Hendrix Lapierre-Rasmus Sandin,,,
NYI,Anthony Duclair,Jean-Gabriel Pageau,0.41,3,9,Anthony Duclair-Jean-Gabriel Pageau,,,
NSH,Philip Tomasino,Ryan O'Reilly,0.41,10,1,Philip Tomasino-Ryan O'Reilly,,,
WPG,Kyle Connor,Mark Scheifele,0.41,22,21,Kyle Connor-Mark Scheifele,0.48,61.0,72.0
MTL,Alex Newhook,Jayden Struble,0.41,4,3,Alex Newhook-Jayden Struble,,,
CAR,Andrei Svechnikov,Jackson Blake,0.41,7,15,Andrei Svechnikov-Jackson Blake,,0.0,52.0
CGY,Connor Zary,Matt Coronato,0.41,7,8,Connor Zary-Matt Coronato,,,
MTL,Juraj Slafkovsky,Mike Matheson,0.41,11,12,Juraj Slafkovsky-Mike Matheson,0.15,50.0,62.0
PIT,Cody Glass,Marcus Pettersson,0.41,4,8,Cody Glass-Marcus Pettersson,,,
NSH,Philip Tomasino,Steven Stamkos,0.41,8,1,Philip Tomasino-Steven Stamkos,,,
NSH,Luke Evangelista,Philip Tomasino,0.41,8,1,Luke Evangelista-Philip Tomasino,,,
NSH,Marc Del Gaizo,Roman Josi,0.41,3,12,Marc Del Gaizo-Roman Josi,,,
NYR,Reilly Smith,Zac Jones,0.41,10,4,Reilly Smith-Zac Jones,,,
CAR,Dmitry Orlov,Jalen Chatfield,0.41,4,8,Dmitry Orlov-Jalen Chatfield,0.34,22.0,26.0
BOS,Andrew Peeke,Charlie Coyle,0.41,4,2,Andrew Peeke-Charlie Coyle,0.8,60.0,10.0
NJD,Brenden Dillon,Johnathan Kovacevic,0.41,4,6,Brenden Dillon-Johnathan Kovacevic,,,
BUF,Bowen Byram,JJ Peterka,0.41,16,11,Bowen Byram-JJ Peterka,-0.1,50.0,29.0
NYI,Brock Nelson,Pierre Engvall,0.41,4,10,Brock Nelson-Pierre Engvall,0.36,28.0,69.0
NYI,Anthony Duclair,Noah Dobson,0.41,3,8,Anthony Duclair-Noah Dobson,,,
LAK,Anze Kopitar,Mikey Anderson,0.41,21,7,Anze Kopitar-Mikey Anderson,0.12,70.0,18.0
MIN,Declan Chisholm,Zach Bogosian,0.41,4,4,Declan Chisholm-Zach Bogosian,-0.26,14.0,9.0
CHI,Ilya Mikheyev,Ryan Donato,0.41,11,3,Ilya Mikheyev-Ryan Donato,,,
COL,Cale Makar,John Ludvig,0.41,2,25,Cale Makar-John Ludvig,,,
SJS,Henry Thrun,Mikael Granlund,0.41,19,5,Henry Thrun-Mikael Granlund,0.0,60.0,11.0
MIN,Marco Rossi,Mats Zuccarello,0.41,14,14,Marco Rossi-Mats Zuccarello,0.16,40.0,63.0
FLA,Jonah Gadjovich,Matthew Tkachuk,0.41,1,11,Jonah Gadjovich-Matthew Tkachuk,0.33,4.0,88.0
TOR,Auston Matthews,William Nylander,0.41,11,20,Auston Matthews-William Nylander,0.34,107.0,98.0
UTA,Ian Cole,Vladislav Kolyachonok,0.41,6,4,Ian Cole-Vladislav Kolyachonok,,,
VGK,Cole Schwindt,Keegan Kolesar,0.41,8,5,Cole Schwindt-Keegan Kolesar,,,
MIN,Mats Zuccarello,Matt Boldy,0.41,18,14,Mats Zuccarello-Matt Boldy,0.23,63.0,69.0
BUF,Owen Power,Peyton Krebs,0.41,6,13,Owen Power-Peyton Krebs,-0.01,17.0,33.0
FLA,Carter Verhaeghe,Nate Schmidt,0.41,12,6,Carter Verhaeghe-Nate Schmidt,,,
DET,Dylan Larkin,Joe Veleno,0.41,13,2,Dylan Larkin-Joe Veleno,0.23,69.0,28.0
LAK,Alex Turcotte,Andre Lee,0.41,2,5,Alex Turcotte-Andre Lee,,,
CBJ,Adam Fantilli,Sean Monahan,0.4,8,13,Adam Fantilli-Sean Monahan,,,
CAR,Jesperi Kotkaniemi,Martin Necas,0.4,10,26,Jesperi Kotkaniemi-Martin Necas,0.14,27.0,53.0
WPG,Gabriel Vilardi,Neal Pionk,0.4,14,17,Gabriel Vilardi-Neal Pionk,0.09,36.0,33.0
DAL,Colin Blackwell,Roope Hintz,0.4,4,10,Colin Blackwell-Roope Hintz,,,
UTA,Maveric Lamoureux,Mikhail Sergachev,0.4,2,12,Maveric Lamoureux-Mikhail Sergachev,,,
NSH,Jonathan Marchessault,Roman Josi,0.4,9,12,Jonathan Marchessault-Roman Josi,,,
PIT,Drew O'Connor,Sidney Crosby,0.4,19,6,Drew O'Connor-Sidney Crosby,0.09,94.0,33.0
WPG,Morgan Barron,Nino Niederreiter,0.4,1,12,Morgan Barron-Nino Niederreiter,-0.03,18.0,34.0
TBL,Jake Guentzel,Victor Hedman,0.4,17,16,Jake Guentzel-Victor Hedman,,,
FLA,Jesper Boqvist,Jonah Gadjovich,0.4,5,1,Jesper Boqvist-Jonah Gadjovich,,,
ANA,Brian Dumoulin,Frank Vatrano,0.4,7,5,Brian Dumoulin-Frank Vatrano,,,
PHI,Bobby Brink,Scott Laughton,0.4,8,7,Bobby Brink-Scott Laughton,,,
FLA,Eetu Luostarinen,Sam Bennett,0.4,17,7,Eetu Luostarinen-Sam Bennett,0.16,41.0,27.0
CHI,Nick Foligno,Tyler Bertuzzi,0.4,6,7,Nick Foligno-Tyler Bertuzzi,,,
CHI,Joey Anderson,Nick Foligno,0.4,1,7,Joey Anderson-Nick Foligno,,,
WSH,Dylan Strome,John Carlson,0.4,24,12,Dylan Strome-John Carlson,0.29,67.0,52.0
NSH,Luke Evangelista,Ryan O'Reilly,0.4,8,10,Luke Evangelista-Ryan O'Reilly,0.2,39.0,69.0
OTT,Jake Sanderson,Noah Gregor,0.4,3,10,Jake Sanderson-Noah Gregor,,,
LAK,Andre Lee,Tanner Jeannot,0.4,3,2,Andre Lee-Tanner Jeannot,,,
LAK,Alex Laferriere,Alex Turcotte,0.4,15,5,Alex Laferriere-Alex Turcotte,,,
MIN,Declan Chisholm,Kirill Kaprizov,0.4,31,4,Declan Chisholm-Kirill Kaprizov,-0.04,96.0,9.0
MTL,Josh Anderson,Kirby Dach,0.4,9,8,Josh Anderson-Kirby Dach,-1.0,20.0,2.0
MTL,Christian Dvorak,Kirby Dach,0.4,8,7,Christian Dvorak-Kirby Dach,,2.0,9.0
OTT,Drake Batherson,Thomas Chabot,0.4,16,11,Drake Batherson-Thomas Chabot,0.18,66.0,30.0
SJS,Ty Dellandrea,Will Smith,0.4,2,4,Ty Dellandrea-Will Smith,,,
EDM,Adam Henrique,Brett Kulak,0.4,3,7,Adam Henrique-Brett Kulak,,,
PHI,Morgan Frost,Sean Couturier,0.4,9,6,Morgan Frost-Sean Couturier,-0.02,38.0,41.0
BUF,Bowen Byram,Ryan McLeod,0.4,12,11,Bowen Byram-Ryan McLeod,,,
SEA,Jordan Eberle,Tye Kartye,0.4,11,4,Jordan Eberle-Tye Kartye,-0.07,44.0,20.0
WSH,Connor McMichael,Rasmus Sandin,0.4,19,9,Connor McMichael-Rasmus Sandin,0.01,33.0,23.0
DET,J.T. Compher,Marco Kasper,0.4,6,3,J.T. Compher-Marco Kasper,,,
VAN,Aatu Raty,Filip Hronek,0.4,1,6,Aatu Raty-Filip Hronek,,,
SEA,Andre Burakovsky,Eeli Tolvanen,0.4,8,6,Andre Burakovsky-Eeli Tolvanen,-0.03,16.0,41.0
EDM,Ryan Nugent-Hopkins,Zach Hyman,0.4,8,8,Ryan Nugent-Hopkins-Zach Hyman,0.37,77.0,67.0
VAN,Conor Garland,Kiefer Sherwood,0.4,12,8,Conor Garland-Kiefer Sherwood,,,
WSH,Andrew Mangiapane,Brandon Duhaime,0.4,5,7,Andrew Mangiapane-Brandon Duhaime,,,
MTL,Brendan Gallagher,Jayden Struble,0.4,9,3,Brendan Gallagher-Jayden Struble,,,
CAR,Brent Burns,Jackson Blake,0.39,7,5,Brent Burns-Jackson Blake,,0.0,43.0
NYR,Artemi Panarin,Jacob Trouba,0.39,23,5,Artemi Panarin-Jacob Trouba,0.18,120.0,22.0
PIT,Anthony Beauvillier,Marcus Pettersson,0.39,9,8,Anthony Beauvillier-Marcus Pettersson,,,
MTL,Alex Newhook,Kaiden Guhle,0.39,4,5,Alex Newhook-Kaiden Guhle,0.11,34.0,22.0
BOS,Justin Brazeau,Morgan Geekie,0.39,7,4,Justin Brazeau-Morgan Geekie,0.15,7.0,39.0
COL,Calvin de Haan,Parker Kelly,0.39,3,1,Calvin de Haan-Parker Kelly,,,
WPG,Josh Morrissey,Kyle Connor,0.39,22,17,Josh Morrissey-Kyle Connor,0.45,61.0,69.0
PHI,Nick Seeler,Scott Laughton,0.39,7,5,Nick Seeler-Scott Laughton,0.1,13.0,39.0
STL,Brayden Schenn,Jake Neighbours,0.39,7,9,Brayden Schenn-Jake Neighbours,0.14,38.0,46.0
CHI,Connor Bedard,Philipp Kurashev,0.39,13,4,Connor Bedard-Philipp Kurashev,0.66,61.0,54.0
PHI,Garnet Hathaway,Nick Seeler,0.39,7,5,Garnet Hathaway-Nick Seeler,0.06,17.0,13.0
VGK,Brett Howden,Pavel Dorofeyev,0.39,12,7,Brett Howden-Pavel Dorofeyev,-0.17,24.0,19.0
NJD,Dawson Mercer,Nathan Bastian,0.39,5,11,Dawson Mercer-Nathan Bastian,0.01,12.0,33.0
NJD,Curtis Lazar,Ondrej Palat,0.39,2,5,Curtis Lazar-Ondrej Palat,-0.03,31.0,25.0
CAR,Dmitry Orlov,Martin Necas,0.39,26,8,Dmitry Orlov-Martin Necas,0.12,53.0,26.0
NJD,Nathan Bastian,Ondrej Palat,0.39,5,5,Nathan Bastian-Ondrej Palat,0.23,12.0,31.0
NYR,K'Andre Miller,Will Cuylle,0.39,11,2,K'Andre Miller-Will Cuylle,-0.04,21.0,30.0
BUF,Alex Tuch,Ryan McLeod,0.39,12,17,Alex Tuch-Ryan McLeod,,,
DET,Alex DeBrincat,Marco Kasper,0.39,16,3,Alex DeBrincat-Marco Kasper,,,
PIT,Erik Karlsson,Noel Acciari,0.39,5,11,Erik Karlsson-Noel Acciari,-0.06,7.0,56.0
CGY,Jonathan Huberdeau,Mikael Backlund,0.39,9,10,Jonathan Huberdeau-Mikael Backlund,0.15,39.0,52.0
PHI,Matvei Michkov,Sean Couturier,0.39,9,15,Matvei Michkov-Sean Couturier,,,
EDM,Evan Bouchard,Leon Draisaitl,0.39,24,10,Evan Bouchard-Leon Draisaitl,0.27,106.0,82.0
PIT,Erik Karlsson,Jesse Puljujarvi,0.39,7,11,Erik Karlsson-Jesse Puljujarvi,-0.33,4.0,56.0
MIN,Jon Merrill,Marcus Foligno,0.39,5,1,Jon Merrill-Marcus Foligno,0.28,22.0,11.0
DET,Alex DeBrincat,Dylan Larkin,0.39,16,13,Alex DeBrincat-Dylan Larkin,0.31,67.0,69.0
UTA,Mikhail Sergachev,Nick Schmaltz,0.39,12,12,Mikhail Sergachev-Nick Schmaltz,,,
OTT,Claude Giroux,Tyler Kleven,0.39,12,1,Claude Giroux-Tyler Kleven,,,
TOR,Max Domi,Oliver Ekman-Larsson,0.39,6,7,Max Domi-Oliver Ekman-Larsson,,,
SJS,Alexander Wennberg,Fabian Zetterlund,0.39,7,13,Alexander Wennberg-Fabian Zetterlund,,,
